pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description	"{""status"": ""ok"", ""message"": ""no clusters found"", ""data"": [], ""count"": 0}"
EOG092C5X8C	Ribosomal protein L12 family	4751	1076935	Pyronema omphalodes CBS 100304	1076935:002dd1	U4LIW1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1076935	Pyronema omphalodes CBS 100304	1076935:001e8d	U4L904	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1078123	Fibroporia radiculosa TFFH 294	1078123:00057d	J4HWK7	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1078123	Fibroporia radiculosa TFFH 294	1078123:000379	J4H2Y0	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1104152	Glarea lozoyensis 74030	1104152:00019f	H0EQQ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1104152	Glarea lozoyensis 74030	1104152:00004f	H0ERP3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:0022b6	M5BUF3	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:0000a1	M5BZB3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1109443	Piriformospora indica DSM 11827	1109443:0005c9	G4T708	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1109443	Piriformospora indica DSM 11827	1109443:0002a7	G4T639	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1111077	Claviceps purpurea 20.1	1111077:00048a	M1WH55	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1111077	Claviceps purpurea 20.1	1111077:000295	M1W189	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:00072b	S3DI74	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:0004bf	S3DGQ7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1126212	Macrophomina phaseolina MS6	1126212:0008de	K2SI17	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1126212	Macrophomina phaseolina MS6	1126212:00075c	K2S4D9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1128400	Ustilago hordei Uh4857-4	1128400:000279	I2G477	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1128400	Ustilago hordei Uh4857-4	1128400:000273	I2FMZ5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1130832	Rhodosporidium toruloides NP11	1130832:00069f	M7XAZ8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1130832	Rhodosporidium toruloides NP11	1130832:0004c2	M7XM82	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1136231	Candida orthopsilosis Co 90-125	1136231:000559	H8XAU2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1136231	Candida orthopsilosis Co 90-125	1136231:000472	H8X1M2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1143189	Magnaporthe oryzae Y34	1143189:0003e1	L7HSJ9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1143189	Magnaporthe oryzae Y34	1143189:000120	L7IK00	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1143193	Magnaporthe oryzae P131	1143193:000474	L7JCA2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1143193	Magnaporthe oryzae P131	1143193:0001ea	L7J741	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1151754	Pseudozyma antarctica T-34	1151754:001977	M9MH80	Transmembrane:Helical	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1151754	Pseudozyma antarctica T-34	1151754:00001b	M9MEI2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1160506	Aspergillus oryzae 3.042	1160506:00097c	I7ZN43	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1160506	Aspergillus oryzae 3.042	1160506:0004e2	I8TVH6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1160507	Saccharomyces arboricola H-6	1160507:000220	J8Q3S6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1160507	Saccharomyces arboricola H-6	1160507:0001b5	J8Q6X0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1160507	Saccharomyces arboricola H-6	1160507:00009a	J8PI57	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1168221	Coniosporium apollinis CBS 100218	1168221:000306	R7YLL1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1170229	Penicillium digitatum PHI26	1170229:0006a8	K9G228	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1170229	Penicillium digitatum PHI26	1170229:000131	K9FKX6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1170230	Penicillium digitatum Pd1	1170230:000556	K9FM60	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1170230	Penicillium digitatum Pd1	1170230:0001d4	K9G0I2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1178016	Encephalitozoon romaleae SJ-2008	1178016:000690	I6ZVX5	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1178016	Encephalitozoon romaleae SJ-2008	1178016:000389	I7AF09	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:000597	J5RI80	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:000426	J6EPV6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:0005eb	K0KHG3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:0003a4	K0KKH2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:00030a	K0KCA6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:000151	K0KQI6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1209962	Pneumocystis jirovecii SE8	1209962:000259	L0PBR1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1209962	Pneumocystis jirovecii SE8	1209962:0001b1	L0P9H0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1213857	Colletotrichum orbiculare MAFF 240422	1213857:00031e	N4V258	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1213857	Colletotrichum orbiculare MAFF 240422	1213857:0001ff	N4V8B6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1213859	Colletotrichum gloeosporioides Nara gc5	1213859:000c86	L2FNT8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1213859	Colletotrichum gloeosporioides Nara gc5	1213859:000b7d	L2FSJ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220162	Trichosporon asahii var. asahii CBS 8904	1220162:0005da	K1VVH0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220162	Trichosporon asahii var. asahii CBS 8904	1220162:0003df	K1VVK3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:0005c4	S2JH09	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:00045f	S2JPN3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:000410	S2JPQ0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:0002a3	S2JQH4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:0001d7	S2J0M7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:000005	S2JHE3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1229664	Fusarium oxysporum f. sp. cubense race 1	1229664:00054d	N4UH12	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1229664	Fusarium oxysporum f. sp. cubense race 1	1229664:0003eb	N4U857	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1229665	Fusarium oxysporum f. sp. cubense race 4	1229665:00073b	N1RLX3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1229665	Fusarium oxysporum f. sp. cubense race 4	1229665:000202	N1RTW5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1230383	Malassezia sympodialis ATCC 42132	1230383:000182	M5E8L9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1230383	Malassezia sympodialis ATCC 42132	1230383:00013c	M5EC80	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1237896	Colletotrichum gloeosporioides Cg-14	1237896:0005ef	T0KKK8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1237896	Colletotrichum gloeosporioides Cg-14	1237896:00035c	T0KT72	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1245528	Candida maltosa Xu316	1245528:0016ea	M3IML7	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1245528	Candida maltosa Xu316	1245528:0002d8	M3IJZ2	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1262450	Ophiostoma piceae UAMH 11346	1262450:000304	S3BVM3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1262450	Ophiostoma piceae UAMH 11346	1262450:000086	S3CXU0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1279085	Fusarium fujikuroi IMI 58289	1279085:0003ae	S0E701	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1279085	Fusarium fujikuroi IMI 58289	1279085:000124	S0E8J0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1284197	Dactylellina haptotyla CBS 200.50	1284197:000923	S8APN6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1284197	Dactylellina haptotyla CBS 200.50	1284197:0007e7	S8AHA7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1286976	Togninia minima UCRPA7	1286976:0003fc	R8BER4	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1286976	Togninia minima UCRPA7	1286976:000382	R8BRB9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1286976	Togninia minima UCRPA7	1286976:0000db	R8BVD8	Peptidase M66 domain	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1287680	Neofusicoccum parvum UCRNP2	1287680:000721	R1GAY5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1287680	Neofusicoccum parvum UCRNP2	1287680:0001e8	R1G7Z8	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1287681	Eutypa lata UCREL1	1287681:0008f9	M7TM82	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1287681	Eutypa lata UCREL1	1287681:000283	M7T6W1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1290391	Botrytis cinerea BcDW1	1290391:000b1e	M7TB45	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1290391	Botrytis cinerea BcDW1	1290391:000502	M7UXI7	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1299270	Wallemia ichthyophaga EXF-994	1299270:00041b	R9AK78	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1299270	Wallemia ichthyophaga EXF-994	1299270:00018d	R9AGY5	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1305764	Pseudozyma hubeiensis SY62	1305764:00046b	R9P0T0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1305764	Pseudozyma hubeiensis SY62	1305764:000005	R9P2N1	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1356009	Byssochlamys spectabilis No. 5	1356009:0020a9	V5G7B6	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1356009	Byssochlamys spectabilis No. 5	1356009:001385	V5FLF3	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1358809	Spraguea lophii 42_110	1358809:0007af	S7W9Q8	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1358809	Spraguea lophii 42_110	1358809:000521	S7W8T3	NA	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1381753	Moniliophthora roreri MCA 2997	1381753:002a81	V2XWK9	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1381753	Moniliophthora roreri MCA 2997	1381753:001288	V2XB59	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1391915	Sporothrix schenckii ATCC 58251	1391915:001bfb	U7Q1K0	Ribosomal protein L12 family	NA
EOG092C5X8C	Ribosomal protein L12 family	4751	1391915	Sporothrix schenckii ATCC 58251	1391915:00174e	U7PYC8	Ribosomal protein L12 family	NA
EOG092C53VP	Ribosomal protein L13e	4751	72359	Trachipleistophora hominis	72359:0006a5	L7JVK6	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:00188f	Q5K7W8	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:001215	C5P3T8	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	227321	Aspergillus nidulans FGSC A4	227321:0015b5	Q5AXH7	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	229533	Fusarium graminearum PH-1	229533:001a3a	I1RVQ0	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	235443	Cryptococcus neoformans var. grubii H99	235443:001227	J9W2G5	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	237561	Candida albicans SC5314	237561:00029c	RPL13	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	237631	Ustilago maydis 521	237631:001684	Q4PAD9	NA	NA
EOG092C53VP	Ribosomal protein L13e	4751	240176	Coprinopsis cinerea okayama7#130	240176:0013c3	A8N1B2	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	242507	Magnaporthe oryzae 70-15	242507:00293f	A4R6R9	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	246409	Rhizopus delemar RA 99-880	246409:004132	I1C972	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	246409	Rhizopus delemar RA 99-880	246409:002d4b	I1CF62	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	246409	Rhizopus delemar RA 99-880	246409:002c4c	I1C5T4	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	246409	Rhizopus delemar RA 99-880	246409:002337	I1BSM6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	246410	Coccidioides immitis RS	246410:00133e	J3K6G5	Similarity:Contains cytochrome b5 heme-binding domain.	NA
EOG092C53VP	Ribosomal protein L13e	4751	283643	Cryptococcus neoformans var. neoformans B-3501A	283643:000ccb	F5HBY6	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	284590	Kluyveromyces lactis NRRL Y-1140	284590:0011a0	F2Z5Y2	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284591	Yarrowia lipolytica CLIB122	284591:001027	Q6CEU6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284592	Debaryomyces hansenii CBS767	284592:001323	Q6BSI8	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284593	Candida glabrata CBS 138	284593:0009c3	Q6FL18	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284811	Eremothecium gossypii ATCC 10895	284811:0008f3	Q759L9	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284812	Schizosaccharomyces pombe 972h-	284812:0009c8	rpl13	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	284813	Encephalitozoon cuniculi GB-M1	284813:00063f	Q8SSC1	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	285006	Saccharomyces cerevisiae RM11-1a	285006:000ab5	B3LGX6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	285006	Saccharomyces cerevisiae RM11-1a	285006:000837	B3LM30	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	294746	Meyerozyma guilliermondii ATCC 6260	294746:0015fa	A5DN88	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	294747	Candida tropicalis MYA-3404	294747:000be3	C5ME45	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	294748	Candida albicans WO-1	294748:001212	C4YEX3	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	306901	Chaetomium globosum CBS 148.51	306901:0026d3	Q2GTB6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	306902	Clavispora lusitaniae ATCC 42720	306902:000d9f	C4Y8D6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	307796	Saccharomyces cerevisiae YJM789	307796:0013d8	RPL13A	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	307796	Saccharomyces cerevisiae YJM789	307796:00093d	RPL13B	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	321614	Parastagonospora nodorum SN15	321614:003bf2	Q0UJ84	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	322104	Scheffersomyces stipitis CBS 6054	322104:000760	RPL13	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	330879	Aspergillus fumigatus Af293	330879:0022dd	Q4W9L9	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	331117	Neosartorya fischeri NRRL 181	331117:0024b2	A1D9H8	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	332952	Aspergillus flavus NRRL3357	332952:003401	B8NYZ9	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	336722	Zymoseptoria tritici IPO323	336722:000aa4	F9X799	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	336963	Uncinocarpus reesii 1704	336963:0017df	C4JH49	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	339724	Histoplasma capsulatum NAm1	339724:0011c9	A6RDK0	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	341663	Aspergillus terreus NIH2624	341663:000f9a	Q0CU95	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	344612	Aspergillus clavatus NRRL 1	344612:001461	A1C920	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	367110	Neurospora crassa OR74A	367110:000ab6	un-25	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	367775	Cryptococcus gattii WM276	367775:0016cb	E6RF56	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	379508	Lodderomyces elongisporus NRRL YB-4239	379508:0006ff	A5DVW3	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	383855	Pseudocercospora fijiensis CIRAD86	383855:002b62	N1QC36	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	402676	Schizosaccharomyces japonicus yFS275	402676:000035	B6JYE7	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	413071	Trichoderma virens Gv29-8	413071:000b7b	G9MP01	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459:00004d	E3JSK6	Ribosomal protein L13e	NA
EOG092C53VP	Ribosomal protein L13e	4751	425011	Aspergillus niger CBS 513.88	425011:0007dd	A2R2D6	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	425265	Malassezia globosa CBS 7966	425265:000d7c	A8QA08	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	426418	Pyrenophora tritici-repentis Pt-1C-BFP	426418:002506	B2WED7	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	426428	Fusarium oxysporum f. sp. lycopersici 4287	426428:002dcf	J9MKS4	NA	NA
EOG092C53VP	Ribosomal protein L13e	4751	436907	Vanderwaltozyma polyspora DSM 70294	436907:0008ec	A7TL98	60S ribosomal protein L13	NA
EOG092C53VP	Ribosomal protein L13e	4751	441959	Talaromyces stipitatus ATCC 10500	441959:002c52	B8MA17	60S ribosomal protein L13	NA
